Time (UTC),Forecasted Load,Actual Load
2024-02-26 15:00:00+00:00,62074.6,62382.89
2024-02-26 15:15:00+00:00,61971.9,62293.96
2024-02-26 15:30:00+00:00,62107.21,62519.69
2024-02-26 15:45:00+00:00,62212.91,62654.07
2024-02-26 16:00:00+00:00,63324.01,63363.19
2024-02-26 16:15:00+00:00,63915.88,64077.22
2024-02-26 16:30:00+00:00,64618.71,64703.11
2024-02-26 16:45:00+00:00,65187.35,65631.77
2024-02-26 17:00:00+00:00,65147.24,66379.07
2024-02-26 17:15:00+00:00,65331.51,67036.17
2024-02-26 17:30:00+00:00,65085.97,67130.97
2024-02-26 17:45:00+00:00,65417.71,67191.33
2024-02-26 18:00:00+00:00,65345.94,66858.84
2024-02-26 18:15:00+00:00,65097.36,66345.03
2024-02-26 18:30:00+00:00,64549.6,65838.94
2024-02-26 18:45:00+00:00,64022.84,65070.17
2024-02-26 19:00:00+00:00,62981.84,63848.71
2024-02-26 19:15:00+00:00,61629.68,62799.02
2024-02-26 19:30:00+00:00,61229.99,62018.04
2024-02-26 19:45:00+00:00,60098.85,61010.63
2024-02-26 20:00:00+00:00,59259.01,60231.96
2024-02-26 20:15:00+00:00,58582.82,59455.02
2024-02-26 20:30:00+00:00,57690.99,58797.93
2024-02-26 20:45:00+00:00,56800.83,57500.75
2024-02-26 21:00:00+00:00,56261.64,56731.9
2024-02-26 21:15:00+00:00,55717.66,56031.57
2024-02-26 21:30:00+00:00,54603.71,54786.62
2024-02-26 21:45:00+00:00,53750.91,53720.74
2024-02-26 22:00:00+00:00,52167.02,52317.68
2024-02-26 22:15:00+00:00,51755.95,51189.89
2024-02-26 22:30:00+00:00,50959.31,50227.25
2024-02-26 22:45:00+00:00,50128.07,49504.58
2024-02-26 23:00:00+00:00,48214.13,48598.61
2024-02-26 23:15:00+00:00,47513.56,48179.39
2024-02-26 23:30:00+00:00,47277.24,48427.76
2024-02-26 23:45:00+00:00,47059.48,47887.62
2024-02-27 00:00:00+00:00,46166.66,47592.63
2024-02-27 00:15:00+00:00,45740.0,47580.65
2024-02-27 00:30:00+00:00,45703.24,47358.94
2024-02-27 00:45:00+00:00,45550.94,46801.49
2024-02-27 01:00:00+00:00,45140.97,46467.87
2024-02-27 01:15:00+00:00,44956.37,46508.23
2024-02-27 01:30:00+00:00,45092.92,46583.17
2024-02-27 01:45:00+00:00,45233.36,46666.72
2024-02-27 02:00:00+00:00,45542.52,46515.57
2024-02-27 02:15:00+00:00,45456.84,46564.62
2024-02-27 02:30:00+00:00,45666.04,46710.95
2024-02-27 02:45:00+00:00,46093.73,47153.43
2024-02-27 03:00:00+00:00,46630.25,47676.36
2024-02-27 03:15:00+00:00,47039.61,47949.15
2024-02-27 03:30:00+00:00,47637.3,48293.89
2024-02-27 03:45:00+00:00,48427.26,49262.91
2024-02-27 04:00:00+00:00,49847.23,50671.62
2024-02-27 04:15:00+00:00,50373.78,51627.31
2024-02-27 04:30:00+00:00,51354.08,52565.79
2024-02-27 04:45:00+00:00,52931.05,53874.85
2024-02-27 05:00:00+00:00,55521.59,57212.63
2024-02-27 05:15:00+00:00,57272.84,58886.48
2024-02-27 05:30:00+00:00,58629.9,60598.95
2024-02-27 05:45:00+00:00,59717.4,62085.37
2024-02-27 06:00:00+00:00,61622.87,63194.82
2024-02-27 06:15:00+00:00,62846.07,63901.92
2024-02-27 06:30:00+00:00,63829.7,64479.51
2024-02-27 06:45:00+00:00,64325.43,65143.04
2024-02-27 07:00:00+00:00,65478.93,65893.39
2024-02-27 07:15:00+00:00,66160.75,66399.52
2024-02-27 07:30:00+00:00,66485.72,66775.18
2024-02-27 07:45:00+00:00,66612.64,66924.75
2024-02-27 08:00:00+00:00,66689.0,66639.95
2024-02-27 08:15:00+00:00,67305.06,66941.84
2024-02-27 08:30:00+00:00,67488.73,67500.66
2024-02-27 08:45:00+00:00,67741.89,67755.54
2024-02-27 09:00:00+00:00,67685.63,67805.8
2024-02-27 09:15:00+00:00,67846.82,67801.11
2024-02-27 09:30:00+00:00,67912.56,68120.49
2024-02-27 09:45:00+00:00,68101.24,68594.24
2024-02-27 10:00:00+00:00,67933.42,68027.32
2024-02-27 10:15:00+00:00,67817.8,68024.58
2024-02-27 10:30:00+00:00,67755.83,67994.99
2024-02-27 10:45:00+00:00,67495.4,67999.76
2024-02-27 11:00:00+00:00,67353.46,67219.53
2024-02-27 11:15:00+00:00,66940.16,66808.09
2024-02-27 11:30:00+00:00,66701.77,66521.53
2024-02-27 11:45:00+00:00,66751.39,66423.47
2024-02-27 12:00:00+00:00,66134.83,65985.27
2024-02-27 12:15:00+00:00,66226.1,65630.84
2024-02-27 12:30:00+00:00,65637.57,65204.69
2024-02-27 12:45:00+00:00,64907.07,64785.42
2024-02-27 13:00:00+00:00,64414.17,64327.32
2024-02-27 13:15:00+00:00,64263.24,63733.75
2024-02-27 13:30:00+00:00,63490.8,63278.47
2024-02-27 13:45:00+00:00,62905.3,62786.57
2024-02-27 14:00:00+00:00,62647.93,62780.06
2024-02-27 14:15:00+00:00,62358.15,62503.44
2024-02-27 14:30:00+00:00,61934.44,62294.76
2024-02-27 14:45:00+00:00,61705.41,61850.83
2024-02-27 15:00:00+00:00,61522.48,62234.6
2024-02-27 15:15:00+00:00,61584.26,61971.42
2024-02-27 15:30:00+00:00,61743.18,61832.28
2024-02-27 15:45:00+00:00,61941.58,62298.15
2024-02-27 16:00:00+00:00,62938.34,63138.36
2024-02-27 16:15:00+00:00,63469.37,63761.47
2024-02-27 16:30:00+00:00,64268.52,64500.95
2024-02-27 16:45:00+00:00,64934.62,65354.53
2024-02-27 17:00:00+00:00,65084.54,66103.6
2024-02-27 17:15:00+00:00,65468.74,66731.36
2024-02-27 17:30:00+00:00,65318.53,67045.72
2024-02-27 17:45:00+00:00,65726.97,66929.65
2024-02-27 18:00:00+00:00,65695.42,66922.66
2024-02-27 18:15:00+00:00,65449.71,65911.28
2024-02-27 18:30:00+00:00,64862.77,65310.87
2024-02-27 18:45:00+00:00,64383.4,64971.97
2024-02-27 19:00:00+00:00,63225.29,63667.05
2024-02-27 19:15:00+00:00,61915.93,62819.94
2024-02-27 19:30:00+00:00,61544.36,61947.47
2024-02-27 19:45:00+00:00,60372.97,61264.49
2024-02-27 20:00:00+00:00,59582.35,60284.09
2024-02-27 20:15:00+00:00,58924.89,59313.97
2024-02-27 20:30:00+00:00,58036.1,58638.54
2024-02-27 20:45:00+00:00,57117.66,57735.84
2024-02-27 21:00:00+00:00,56476.32,56753.0
2024-02-27 21:15:00+00:00,55896.77,56049.35
2024-02-27 21:30:00+00:00,54836.94,55217.24
2024-02-27 21:45:00+00:00,53954.32,54454.2
2024-02-27 22:00:00+00:00,52367.03,53295.89
2024-02-27 22:15:00+00:00,51989.5,52734.95
2024-02-27 22:30:00+00:00,51150.8,51793.59
2024-02-27 22:45:00+00:00,50399.91,50836.55
2024-02-27 23:00:00+00:00,47989.19,49768.46
2024-02-27 23:15:00+00:00,47525.95,49066.93
2024-02-27 23:30:00+00:00,47247.58,49153.3
2024-02-27 23:45:00+00:00,47038.79,48832.94
2024-02-28 00:00:00+00:00,46497.48,48171.07
2024-02-28 00:15:00+00:00,46084.29,47675.47
2024-02-28 00:30:00+00:00,45989.66,47640.81
2024-02-28 00:45:00+00:00,45882.53,47661.88
2024-02-28 01:00:00+00:00,45727.98,47517.73
2024-02-28 01:15:00+00:00,45917.35,47406.64
2024-02-28 01:30:00+00:00,45698.65,47187.18
2024-02-28 01:45:00+00:00,45999.12,47477.46
2024-02-28 02:00:00+00:00,46345.25,47685.7
2024-02-28 02:15:00+00:00,46691.29,47728.47
2024-02-28 02:30:00+00:00,46783.35,47840.78
2024-02-28 02:45:00+00:00,46999.31,48082.4
2024-02-28 03:00:00+00:00,47409.09,48409.79
2024-02-28 03:15:00+00:00,47784.52,48729.88
2024-02-28 03:30:00+00:00,48122.34,48647.29
2024-02-28 03:45:00+00:00,48641.0,49213.7
2024-02-28 04:00:00+00:00,50097.57,50750.55
2024-02-28 04:15:00+00:00,50593.22,51375.85
2024-02-28 04:30:00+00:00,51580.78,52489.79
2024-02-28 04:45:00+00:00,53111.08,53862.39
2024-02-28 05:00:00+00:00,55710.06,57294.13
2024-02-28 05:15:00+00:00,57515.07,58739.32
2024-02-28 05:30:00+00:00,58858.32,60243.38
2024-02-28 05:45:00+00:00,59942.17,61777.71
2024-02-28 06:00:00+00:00,61770.04,63274.18
2024-02-28 06:15:00+00:00,62945.57,63973.85
2024-02-28 06:30:00+00:00,63863.41,64866.69
2024-02-28 06:45:00+00:00,64197.59,65434.06
2024-02-28 07:00:00+00:00,65349.12,66230.65
2024-02-28 07:15:00+00:00,66029.62,66898.71
2024-02-28 07:30:00+00:00,66282.04,67266.08
2024-02-28 07:45:00+00:00,66362.7,67481.94
2024-02-28 08:00:00+00:00,66325.04,67010.96
2024-02-28 08:15:00+00:00,66881.68,67220.2
2024-02-28 08:30:00+00:00,67086.99,67428.97
2024-02-28 08:45:00+00:00,67423.37,67634.61
2024-02-28 09:00:00+00:00,67214.33,67762.36
2024-02-28 09:15:00+00:00,67420.72,67679.14
2024-02-28 09:30:00+00:00,67515.28,67384.34
2024-02-28 09:45:00+00:00,67741.78,67387.38
2024-02-28 10:00:00+00:00,67409.31,67312.15
2024-02-28 10:15:00+00:00,67248.22,67676.98
2024-02-28 10:30:00+00:00,67185.95,67762.39
2024-02-28 10:45:00+00:00,66893.36,67754.54
2024-02-28 11:00:00+00:00,66742.92,66799.87
2024-02-28 11:15:00+00:00,66580.9,66257.54
2024-02-28 11:30:00+00:00,66408.74,65911.6
2024-02-28 11:45:00+00:00,66443.52,65570.75
2024-02-28 12:00:00+00:00,65956.87,65481.19
2024-02-28 12:15:00+00:00,66006.33,65216.01
2024-02-28 12:30:00+00:00,65612.53,64713.96
2024-02-28 12:45:00+00:00,64860.25,63711.05
2024-02-28 13:00:00+00:00,64424.65,63481.53
2024-02-28 13:15:00+00:00,64140.09,63438.04
2024-02-28 13:30:00+00:00,63485.78,63135.91
2024-02-28 13:45:00+00:00,62934.18,63013.58
2024-02-28 14:00:00+00:00,62731.54,63411.32
2024-02-28 14:15:00+00:00,62562.51,63101.34
2024-02-28 14:30:00+00:00,62188.75,62748.45
2024-02-28 14:45:00+00:00,61972.11,62514.35
2024-02-28 15:00:00+00:00,61790.5,62978.1
2024-02-28 15:15:00+00:00,61789.45,62868.05
2024-02-28 15:30:00+00:00,61903.04,62597.01
2024-02-28 15:45:00+00:00,62063.49,62728.1
2024-02-28 16:00:00+00:00,63110.53,63752.36
2024-02-28 16:15:00+00:00,63616.06,63785.58
2024-02-28 16:30:00+00:00,64386.75,64270.91
2024-02-28 16:45:00+00:00,64975.91,65272.86
2024-02-28 17:00:00+00:00,65113.62,66768.79
2024-02-28 17:15:00+00:00,65387.25,67457.92
2024-02-28 17:30:00+00:00,65310.16,67752.69
2024-02-28 17:45:00+00:00,65701.78,67573.67
2024-02-28 18:00:00+00:00,65695.37,67096.38
2024-02-28 18:15:00+00:00,65395.05,67017.74
2024-02-28 18:30:00+00:00,64815.97,66713.71
2024-02-28 18:45:00+00:00,64273.61,66189.82
2024-02-28 19:00:00+00:00,63260.75,64594.11
2024-02-28 19:15:00+00:00,61992.79,63468.75
2024-02-28 19:30:00+00:00,61570.98,62554.55
2024-02-28 19:45:00+00:00,60400.82,61689.19
2024-02-28 20:00:00+00:00,59567.64,60702.49
2024-02-28 20:15:00+00:00,59022.59,59942.74
2024-02-28 20:30:00+00:00,58141.11,59230.03
2024-02-28 20:45:00+00:00,57255.32,58132.9
2024-02-28 21:00:00+00:00,56535.01,57558.49
2024-02-28 21:15:00+00:00,55929.97,56843.5
2024-02-28 21:30:00+00:00,54894.72,55859.6
2024-02-28 21:45:00+00:00,53876.12,54968.72
2024-02-28 22:00:00+00:00,52198.4,53826.07
2024-02-28 22:15:00+00:00,51692.22,53034.2
2024-02-28 22:30:00+00:00,50893.74,52188.26
2024-02-28 22:45:00+00:00,50039.31,51525.13
2024-02-28 23:00:00+00:00,48862.02,50424.75
2024-02-28 23:15:00+00:00,48126.18,50040.35
2024-02-28 23:30:00+00:00,47612.16,50075.43
2024-02-28 23:45:00+00:00,47376.66,49735.01
2024-02-29 00:00:00+00:00,46841.05,49188.76
2024-02-29 00:15:00+00:00,46844.52,49077.52
2024-02-29 00:30:00+00:00,46524.2,49131.29
2024-02-29 00:45:00+00:00,46491.18,48953.99
2024-02-29 01:00:00+00:00,46171.39,48789.45
2024-02-29 01:15:00+00:00,46042.25,48820.04
2024-02-29 01:30:00+00:00,46220.81,48856.52
2024-02-29 01:45:00+00:00,46140.37,49297.74
2024-02-29 02:00:00+00:00,46316.84,49546.05
2024-02-29 02:15:00+00:00,46299.29,49781.41
2024-02-29 02:30:00+00:00,46516.73,50027.5
2024-02-29 02:45:00+00:00,46717.16,50285.46
2024-02-29 03:00:00+00:00,47255.39,50787.06
2024-02-29 03:15:00+00:00,47700.39,51274.75
2024-02-29 03:30:00+00:00,48028.44,51732.67
2024-02-29 03:45:00+00:00,48189.76,52608.3
2024-02-29 04:00:00+00:00,49350.88,53527.9
2024-02-29 04:15:00+00:00,50061.31,54407.81
2024-02-29 04:30:00+00:00,50929.26,55043.5
2024-02-29 04:45:00+00:00,52314.5,56615.95
2024-02-29 05:00:00+00:00,54660.22,59281.98
2024-02-29 05:15:00+00:00,56422.4,61622.05
2024-02-29 05:30:00+00:00,57839.51,63079.69
2024-02-29 05:45:00+00:00,59074.95,64827.67
2024-02-29 06:00:00+00:00,61411.13,65981.05
2024-02-29 06:15:00+00:00,62443.5,66645.18
2024-02-29 06:30:00+00:00,63273.95,67351.77
2024-02-29 06:45:00+00:00,63500.7,67770.75
2024-02-29 07:00:00+00:00,64636.01,68294.48
2024-02-29 07:15:00+00:00,65351.5,68531.91
2024-02-29 07:30:00+00:00,65802.05,68676.08
2024-02-29 07:45:00+00:00,65997.77,68676.66
2024-02-29 08:00:00+00:00,65950.03,67997.69
2024-02-29 08:15:00+00:00,66295.5,68115.45
2024-02-29 08:30:00+00:00,66833.96,68264.17
2024-02-29 08:45:00+00:00,66812.36,68110.25
2024-02-29 09:00:00+00:00,66962.43,67935.25
2024-02-29 09:15:00+00:00,66985.32,67956.43
2024-02-29 09:30:00+00:00,67142.09,67690.63
2024-02-29 09:45:00+00:00,67553.03,67725.43
2024-02-29 10:00:00+00:00,67577.73,67444.29
2024-02-29 10:15:00+00:00,67731.55,67831.27
2024-02-29 10:30:00+00:00,67821.14,67470.4
2024-02-29 10:45:00+00:00,67696.74,66982.95
2024-02-29 11:00:00+00:00,67711.7,65849.45
2024-02-29 11:15:00+00:00,67717.64,65348.3
2024-02-29 11:30:00+00:00,67742.59,65264.72
2024-02-29 11:45:00+00:00,67684.54,65103.34
2024-02-29 12:00:00+00:00,67323.12,65056.32
2024-02-29 12:15:00+00:00,66921.36,64510.45
2024-02-29 12:30:00+00:00,66483.56,64057.14
2024-02-29 12:45:00+00:00,66108.75,63664.33
2024-02-29 13:00:00+00:00,65771.23,63241.51
2024-02-29 13:15:00+00:00,65252.2,63018.83
2024-02-29 13:30:00+00:00,65172.4,62941.7
2024-02-29 13:45:00+00:00,64843.85,62660.94
2024-02-29 14:00:00+00:00,64770.8,62489.41
2024-02-29 14:15:00+00:00,64047.45,62410.03
2024-02-29 14:30:00+00:00,64164.84,62139.77
2024-02-29 14:45:00+00:00,63862.86,61926.4
2024-02-29 15:00:00+00:00,63902.2,61880.6
2024-02-29 15:15:00+00:00,63706.92,61815.68
2024-02-29 15:30:00+00:00,63498.87,62152.8
2024-02-29 15:45:00+00:00,63739.04,62369.67
2024-02-29 16:00:00+00:00,64016.89,63284.59
2024-02-29 16:15:00+00:00,64351.66,63507.02
2024-02-29 16:30:00+00:00,65009.17,64179.73
2024-02-29 16:45:00+00:00,65462.7,65040.88
2024-02-29 17:00:00+00:00,65435.19,65763.18
2024-02-29 17:15:00+00:00,65747.2,66758.65
2024-02-29 17:30:00+00:00,66359.69,67410.48
2024-02-29 17:45:00+00:00,66172.23,67621.43
2024-02-29 18:00:00+00:00,66009.12,67440.44
2024-02-29 18:15:00+00:00,65305.26,66834.52
2024-02-29 18:30:00+00:00,64711.76,66676.32
2024-02-29 18:45:00+00:00,64339.47,65973.34
2024-02-29 19:00:00+00:00,63091.5,64937.21
2024-02-29 19:15:00+00:00,62064.14,63976.46
2024-02-29 19:30:00+00:00,60769.82,63145.0
2024-02-29 19:45:00+00:00,60047.76,62027.22
2024-02-29 20:00:00+00:00,58947.53,61236.6
2024-02-29 20:15:00+00:00,58304.03,60546.46
2024-02-29 20:30:00+00:00,57323.23,59882.29
2024-02-29 20:45:00+00:00,56295.82,59211.72
2024-02-29 21:00:00+00:00,55776.29,58544.35
2024-02-29 21:15:00+00:00,54890.4,57541.71
2024-02-29 21:30:00+00:00,54405.8,56572.69
2024-02-29 21:45:00+00:00,53408.85,55165.91
2024-02-29 22:00:00+00:00,52226.76,53873.43
2024-02-29 22:15:00+00:00,51454.97,52916.45
2024-02-29 22:30:00+00:00,50642.05,52059.11
2024-02-29 22:45:00+00:00,50277.49,51211.75
2024-02-29 23:00:00+00:00,48774.96,50443.56
2024-02-29 23:15:00+00:00,48040.07,49768.8
2024-02-29 23:30:00+00:00,47889.72,49328.62
2024-02-29 23:45:00+00:00,47718.5,48903.59
2024-03-01 00:00:00+00:00,47278.18,48381.23
2024-03-01 00:15:00+00:00,47043.67,48084.38
2024-03-01 00:30:00+00:00,46619.03,48024.14
2024-03-01 00:45:00+00:00,46269.92,47814.21
2024-03-01 01:00:00+00:00,46078.58,47744.06
2024-03-01 01:15:00+00:00,46040.45,47458.39
2024-03-01 01:30:00+00:00,46134.9,47509.15
2024-03-01 01:45:00+00:00,46245.24,47941.3
2024-03-01 02:00:00+00:00,46446.78,47973.85
2024-03-01 02:15:00+00:00,46620.22,48289.25
2024-03-01 02:30:00+00:00,46708.17,48238.11
2024-03-01 02:45:00+00:00,47011.55,48435.28
2024-03-01 03:00:00+00:00,47535.82,48595.87
2024-03-01 03:15:00+00:00,48041.73,48982.3
2024-03-01 03:30:00+00:00,48496.94,49163.88
2024-03-01 03:45:00+00:00,48759.42,49500.27
2024-03-01 04:00:00+00:00,49747.49,50713.48
2024-03-01 04:15:00+00:00,50327.53,51119.83
2024-03-01 04:30:00+00:00,50869.05,51770.46
2024-03-01 04:45:00+00:00,52365.57,53462.28
2024-03-01 05:00:00+00:00,54549.83,56356.91
2024-03-01 05:15:00+00:00,56474.83,58247.35
2024-03-01 05:30:00+00:00,57708.44,60057.83
2024-03-01 05:45:00+00:00,59402.56,61392.91
2024-03-01 06:00:00+00:00,60826.19,62853.94
2024-03-01 06:15:00+00:00,61873.72,63972.38
2024-03-01 06:30:00+00:00,62524.87,64761.95
2024-03-01 06:45:00+00:00,63269.91,65623.94
2024-03-01 07:00:00+00:00,64210.31,66193.51
2024-03-01 07:15:00+00:00,65041.04,66397.84
2024-03-01 07:30:00+00:00,65368.38,67009.12
2024-03-01 07:45:00+00:00,65569.38,66893.13
2024-03-01 08:00:00+00:00,65576.1,66624.77
2024-03-01 08:15:00+00:00,65902.38,66835.1
2024-03-01 08:30:00+00:00,65933.01,66846.02
2024-03-01 08:45:00+00:00,65899.37,67246.19
2024-03-01 09:00:00+00:00,66056.04,66781.87
2024-03-01 09:15:00+00:00,66121.67,66593.65
2024-03-01 09:30:00+00:00,66307.53,66622.62
2024-03-01 09:45:00+00:00,66583.2,66707.06
2024-03-01 10:00:00+00:00,65915.51,66400.45
2024-03-01 10:15:00+00:00,66238.95,66131.42
2024-03-01 10:30:00+00:00,66154.07,66284.77
2024-03-01 10:45:00+00:00,66017.9,66030.16
2024-03-01 11:00:00+00:00,65687.98,65914.5
2024-03-01 11:15:00+00:00,65645.63,65629.16
2024-03-01 11:30:00+00:00,65489.56,65163.66
2024-03-01 11:45:00+00:00,65209.72,64886.26
2024-03-01 12:00:00+00:00,64713.3,64701.21
2024-03-01 12:15:00+00:00,64018.84,64204.72
2024-03-01 12:30:00+00:00,63596.82,63352.07
2024-03-01 12:45:00+00:00,63046.21,62234.21
2024-03-01 13:00:00+00:00,62842.86,61485.46
2024-03-01 13:15:00+00:00,62482.75,61052.97
2024-03-01 13:30:00+00:00,61712.14,60849.87
2024-03-01 13:45:00+00:00,61728.79,60765.14
2024-03-01 14:00:00+00:00,62010.28,61014.31
2024-03-01 14:15:00+00:00,61954.08,61037.22
2024-03-01 14:30:00+00:00,61238.36,60966.84
2024-03-01 14:45:00+00:00,60717.97,60669.72
2024-03-01 15:00:00+00:00,61055.33,61010.75
2024-03-01 15:15:00+00:00,61174.72,60671.72
2024-03-01 15:30:00+00:00,61431.7,60626.65
2024-03-01 15:45:00+00:00,61797.72,60952.45
2024-03-01 16:00:00+00:00,61954.82,61381.35
2024-03-01 16:15:00+00:00,61687.97,61713.86
2024-03-01 16:30:00+00:00,61967.48,61995.53
2024-03-01 16:45:00+00:00,62412.77,62433.28
2024-03-01 17:00:00+00:00,62635.12,62629.97
2024-03-01 17:15:00+00:00,63287.38,63334.05
2024-03-01 17:30:00+00:00,63726.16,63516.77
2024-03-01 17:45:00+00:00,63387.75,63466.27
2024-03-01 18:00:00+00:00,63199.94,63231.7
2024-03-01 18:15:00+00:00,62473.16,62709.02
2024-03-01 18:30:00+00:00,61976.78,62428.59
2024-03-01 18:45:00+00:00,61472.11,61456.66
2024-03-01 19:00:00+00:00,60202.68,60304.79
2024-03-01 19:15:00+00:00,59383.85,59390.05
2024-03-01 19:30:00+00:00,58672.43,58458.57
2024-03-01 19:45:00+00:00,57738.91,57339.87
2024-03-01 20:00:00+00:00,56732.14,56740.9
2024-03-01 20:15:00+00:00,56055.55,55802.53
2024-03-01 20:30:00+00:00,55055.9,55337.31
2024-03-01 20:45:00+00:00,54036.23,54700.4
2024-03-01 21:00:00+00:00,53320.78,53826.91
2024-03-01 21:15:00+00:00,52678.32,53208.76
2024-03-01 21:30:00+00:00,51993.39,52048.96
2024-03-01 21:45:00+00:00,51378.43,51114.13
2024-03-01 22:00:00+00:00,50275.61,50000.89
2024-03-01 22:15:00+00:00,49265.43,49240.75
2024-03-01 22:30:00+00:00,48576.57,48348.84
2024-03-01 22:45:00+00:00,48080.32,47552.81
2024-03-01 23:00:00+00:00,46334.3,46712.93
2024-03-01 23:15:00+00:00,45625.82,46131.61
2024-03-01 23:30:00+00:00,45258.97,45627.88
2024-03-01 23:45:00+00:00,44965.38,45177.41
2024-03-02 00:00:00+00:00,44312.97,44664.78
2024-03-02 00:15:00+00:00,44034.62,44803.51
2024-03-02 00:30:00+00:00,43500.29,44741.32
2024-03-02 00:45:00+00:00,43377.48,44624.92
2024-03-02 01:00:00+00:00,42908.04,44096.61
2024-03-02 01:15:00+00:00,42564.54,44175.92
2024-03-02 01:30:00+00:00,42469.26,43910.5
2024-03-02 01:45:00+00:00,42260.99,44078.7
2024-03-02 02:00:00+00:00,42212.46,43649.22
2024-03-02 02:15:00+00:00,42491.25,43844.75
2024-03-02 02:30:00+00:00,42607.71,43999.71
2024-03-02 02:45:00+00:00,42472.94,44331.91
2024-03-02 03:00:00+00:00,42484.3,44441.4
2024-03-02 03:15:00+00:00,42598.77,44482.55
2024-03-02 03:30:00+00:00,42674.15,44719.75
2024-03-02 03:45:00+00:00,42748.68,45044.98
2024-03-02 04:00:00+00:00,43067.26,45258.04
2024-03-02 04:15:00+00:00,42976.17,45362.74
2024-03-02 04:30:00+00:00,42810.48,44922.95
2024-03-02 04:45:00+00:00,43280.01,45389.47
2024-03-02 05:00:00+00:00,43530.0,45934.4
2024-03-02 05:15:00+00:00,44195.52,46465.51
2024-03-02 05:30:00+00:00,44315.78,46813.88
2024-03-02 05:45:00+00:00,44547.4,47312.59
2024-03-02 06:00:00+00:00,45405.65,47692.69
2024-03-02 06:15:00+00:00,45987.44,48272.53
2024-03-02 06:30:00+00:00,46847.44,48787.77
2024-03-02 06:45:00+00:00,47587.32,49356.2
2024-03-02 07:00:00+00:00,48776.5,50518.27
2024-03-02 07:15:00+00:00,49915.82,51008.24
2024-03-02 07:30:00+00:00,50801.3,51432.94
2024-03-02 07:45:00+00:00,51477.73,52157.9
2024-03-02 08:00:00+00:00,52426.65,52974.21
2024-03-02 08:15:00+00:00,53074.16,53622.46
2024-03-02 08:30:00+00:00,53580.49,54125.24
2024-03-02 08:45:00+00:00,53992.44,54182.27
2024-03-02 09:00:00+00:00,54282.17,53797.85
2024-03-02 09:15:00+00:00,54502.52,54006.25
2024-03-02 09:30:00+00:00,54371.48,54231.01
2024-03-02 09:45:00+00:00,54489.29,54382.18
2024-03-02 10:00:00+00:00,54329.95,54031.86
2024-03-02 10:15:00+00:00,54531.3,54053.3
2024-03-02 10:30:00+00:00,54892.32,54399.17
2024-03-02 10:45:00+00:00,54792.31,54266.75
2024-03-02 11:00:00+00:00,54643.14,54113.5
2024-03-02 11:15:00+00:00,54117.27,53443.94
2024-03-02 11:30:00+00:00,53693.45,53269.65
2024-03-02 11:45:00+00:00,53334.71,52861.04
2024-03-02 12:00:00+00:00,52940.39,52287.07
2024-03-02 12:15:00+00:00,52749.44,51653.42
2024-03-02 12:30:00+00:00,52835.0,50932.38
2024-03-02 12:45:00+00:00,52026.25,50128.31
2024-03-02 13:00:00+00:00,52232.31,50595.89
2024-03-02 13:15:00+00:00,51518.7,49839.92
2024-03-02 13:30:00+00:00,51165.77,48979.26
2024-03-02 13:45:00+00:00,50707.02,48385.14
2024-03-02 14:00:00+00:00,50821.47,48918.11
2024-03-02 14:15:00+00:00,50628.17,48327.82
2024-03-02 14:30:00+00:00,50230.23,48248.79
2024-03-02 14:45:00+00:00,50393.17,48538.32
2024-03-02 15:00:00+00:00,50668.43,49057.06
2024-03-02 15:15:00+00:00,50592.48,48674.6
2024-03-02 15:30:00+00:00,50927.17,48982.62
2024-03-02 15:45:00+00:00,51096.2,49714.34
2024-03-02 16:00:00+00:00,51764.51,50857.33
2024-03-02 16:15:00+00:00,52076.88,51374.77
2024-03-02 16:30:00+00:00,52756.04,52009.96
2024-03-02 16:45:00+00:00,53391.38,52948.62
2024-03-02 17:00:00+00:00,53626.15,54138.45
2024-03-02 17:15:00+00:00,54663.05,55311.38
2024-03-02 17:30:00+00:00,54681.48,55760.44
2024-03-02 17:45:00+00:00,54441.09,56151.98
2024-03-02 18:00:00+00:00,54820.04,56028.19
2024-03-02 18:15:00+00:00,54251.11,55360.7
2024-03-02 18:30:00+00:00,53846.11,54943.06
2024-03-02 18:45:00+00:00,53398.04,54199.42
2024-03-02 19:00:00+00:00,52861.27,53651.75
2024-03-02 19:15:00+00:00,51708.29,52772.32
2024-03-02 19:30:00+00:00,51083.94,51645.84
2024-03-02 19:45:00+00:00,50270.25,50781.21
2024-03-02 20:00:00+00:00,49692.21,50197.6
2024-03-02 20:15:00+00:00,49191.27,49077.32
2024-03-02 20:30:00+00:00,48705.39,48755.31
2024-03-02 20:45:00+00:00,48084.7,48475.68
2024-03-02 21:00:00+00:00,48140.18,48691.26
2024-03-02 21:15:00+00:00,47689.94,48148.98
2024-03-02 21:30:00+00:00,47046.68,47595.91
2024-03-02 21:45:00+00:00,46480.39,46821.93
2024-03-02 22:00:00+00:00,45759.04,46080.84
2024-03-02 22:15:00+00:00,45355.9,45163.44
2024-03-02 22:30:00+00:00,44836.33,44440.97
2024-03-02 22:45:00+00:00,44222.63,43646.5
2024-03-02 23:00:00+00:00,42469.67,43209.2
2024-03-02 23:15:00+00:00,41715.26,42456.72
2024-03-02 23:30:00+00:00,41314.68,41713.92
2024-03-02 23:45:00+00:00,40696.3,41234.59
2024-03-03 00:00:00+00:00,40451.66,41167.55
